workLat,workLong,workTweets,homeLat,homeLong,homeTweets,#tweets,userID,homeCountry,workCountry,homeCanton,workCanton
47.78,7.28,26.0,47.79,7.31,16.0,138,13676322,France,France,-,-
46.78,7.15,56.0,46.78,7.15,77.0,138,169050778,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
46.21,6.16,11.0,46.2,6.14,30.0,138,2565986814,Suisse,Suisse,Genève,Genève
45.85,6.03,79.0,45.85,6.03,40.0,138,1456215446,France,France,-,-
46.19,6.11,24.0,46.53,6.61,16.0,138,234801933,Suisse,Suisse,Vaud,Genève
46.81,8.22,23.0,46.81,8.22,58.0,139,3990422081,Suisse,Suisse,Obwalden,Obwalden
45.98,6.6,57.0,45.98,6.6,57.0,139,33520863,France,France,-,-
47.75,9.66,58.0,47.75,9.66,81.0,139,96378391,Deutschland,Deutschland,-,-
46.3,6.05,32.0,46.3,6.05,71.0,139,3049398606,France,France,-,-
47.64,6.87,60.0,47.64,6.87,75.0,139,2730862347,France,France,-,-
45.84,8.73,80.0,45.84,8.73,44.0,139,164077585,Italia,Italia,-,-
47.13,7.25,14.0,47.13,7.25,124.0,139,458285257,Suisse,Suisse,Bern - Berne,Bern - Berne
46.2,6.14,38.0,46.23,6.08,49.0,139,373911332,Suisse,Suisse,Genève,Genève
47.5,6.79,66.0,47.5,6.79,44.0,139,1733107110,France,France,-,-
45.91,6.08,34.0,45.91,6.08,34.0,139,3225324496,France,France,-,-
46.2,6.14,12.0,46.2,6.14,125.0,139,109429401,Suisse,Suisse,Genève,Genève
46.19,6.16,17.0,46.19,6.16,20.0,139,218616266,Suisse,Suisse,Genève,Genève
46.89,7.51,12.0,46.9,7.5,21.0,139,16778066,Suisse,Suisse,Bern - Berne,Bern - Berne
47.76,7.34,67.0,47.76,7.34,69.0,139,2935508405,France,France,-,-
45.81,9.22,46.0,45.82,9.22,41.0,139,805015362,Italia,Italia,-,-
46.95,7.44,27.0,46.95,7.44,22.0,139,1511689981,Suisse,Suisse,Bern - Berne,Bern - Berne
46.17,6.16,62.0,46.17,6.16,33.0,139,1731573199,Suisse,Suisse,Genève,Genève
47.72,7.28,52.0,47.72,7.28,87.0,139,764709391,France,France,-,-
46.84,7.66,89.0,46.84,7.66,50.0,139,1613167130,Suisse,Suisse,Bern - Berne,Bern - Berne
46.18,9.86,70.0,46.18,9.86,48.0,139,2557627068,Italia,Italia,-,-
47.5,6.8,60.0,47.5,6.8,54.0,139,955794542,France,France,-,-
46.7,5.95,58.0,46.7,5.95,77.0,139,2735469623,France,France,-,-
46.95,7.39,80.0,46.95,7.39,29.0,140,257304216,Suisse,Suisse,Bern - Berne,Bern - Berne
46.18,6.07,18.0,46.18,6.07,13.0,140,453276612,Suisse,Suisse,Genève,Genève
47.75,7.33,118.0,47.75,7.33,22.0,140,1019539969,France,France,-,-
45.8,9.44,36.0,45.8,9.44,31.0,140,432823713,Italia,Italia,-,-
47.38,8.54,12.0,47.43,8.67,13.0,140,49827179,Suisse,Suisse,Zürich,Zürich
46.12,9.53,74.0,46.12,9.53,63.0,140,2984563192,Italia,Italia,-,-
46.3,7.55,80.0,46.3,7.55,58.0,140,489324050,Suisse,Suisse,Valais - Wallis,Valais - Wallis
46.38,6.49,52.0,46.38,6.49,85.0,140,811553748,France,France,-,-
45.88,8.95,32.0,45.88,8.95,64.0,140,215886979,Suisse,Suisse,Ticino,Ticino
46.48,6.78,77.0,46.48,6.78,61.0,140,245146287,Suisse,Suisse,Vaud,Vaud
47.2,6.0,33.0,47.2,6.0,50.0,140,1593585858,France,France,-,-
47.55,6.85,37.0,47.55,6.85,61.0,140,2861463058,France,France,-,-
46.52,6.62,109.0,46.52,6.62,29.0,140,462206616,Suisse,Suisse,Vaud,Vaud
45.85,9.29,19.0,45.85,9.28,32.0,140,1146542304,Italia,Italia,-,-
45.96,8.39,92.0,45.96,8.39,48.0,140,464077486,Italia,Italia,-,-
47.62,6.79,101.0,47.62,6.79,39.0,140,840433112,France,France,-,-
46.26,7.43,38.0,46.26,7.43,42.0,140,249370742,Suisse,Suisse,Valais - Wallis,Valais - Wallis
47.65,6.85,45.0,47.65,6.85,95.0,140,582066929,France,France,-,-
46.03,8.94,88.0,46.03,8.94,52.0,140,813189344,Suisse,Suisse,Ticino,Ticino
46.26,6.84,54.0,46.26,6.84,47.0,140,1935237757,France,France,-,-
47.09,8.28,17.0,47.09,8.28,112.0,140,1391713322,Suisse,Suisse,Luzern,Luzern
45.93,6.17,14.0,45.93,6.19,28.0,140,224925248,France,France,-,-
45.81,6.5,21.0,45.81,6.5,66.0,140,2267880856,France,France,-,-
45.92,6.87,28.0,45.92,6.87,55.0,140,215563361,France,France,-,-
46.41,10.5,50.0,46.41,10.5,39.0,140,462900837,Italia,Italia,-,-
46.82,7.34,26.0,46.82,7.34,12.0,140,502538611,Suisse,Suisse,Bern - Berne,Bern - Berne
47.37,8.52,14.0,47.39,8.47,45.0,140,514677483,Suisse,Suisse,Zürich,Zürich
47.26,6.01,15.0,47.26,6.01,54.0,141,115044333,France,France,-,-
47.74,7.61,89.0,47.74,7.61,52.0,141,705268256,Deutschland,Deutschland,-,-
47.21,7.98,56.0,47.21,7.98,84.0,141,26816796,Suisse,Suisse,Luzern,Luzern
45.76,9.85,102.0,45.76,9.85,39.0,141,613543340,Italia,Italia,-,-
47.67,9.47,120.0,47.67,9.47,20.0,141,31436254,Deutschland,Deutschland,-,-
46.56,6.64,14.0,46.56,6.64,48.0,141,458874358,Suisse,Suisse,Vaud,Vaud
46.76,9.54,15.0,46.76,9.56,14.0,141,473483695,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun
46.51,7.64,13.0,46.62,7.83,73.0,141,593255776,Suisse,Suisse,Bern - Berne,Bern - Berne
47.32,8.21,12.0,47.18,8.52,29.0,141,417359834,Suisse,Suisse,Zug,Aargau
45.81,6.73,20.0,45.81,6.73,35.0,141,387712910,France,France,-,-
46.29,6.16,17.0,46.29,6.16,17.0,141,490388940,Suisse,Suisse,Genève,Genève
46.2,6.14,45.0,46.2,6.14,96.0,141,2837011391,Suisse,Suisse,Genève,Genève
46.2,6.14,93.0,46.2,6.14,42.0,141,228430008,Suisse,Suisse,Genève,Genève
47.73,10.31,66.0,47.73,10.31,66.0,141,2741602191,Deutschland,Deutschland,-,-
45.85,6.1,67.0,45.85,6.1,66.0,141,634523341,France,France,-,-
46.79,7.11,84.0,46.79,7.11,54.0,141,2411321039,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
46.35,6.61,84.0,46.35,6.61,57.0,141,76294960,France,France,-,-
47.72,8.62,59.0,47.72,8.62,82.0,141,1655765041,Suisse,Suisse,Schaffhausen,Schaffhausen
46.21,6.11,11.0,46.21,6.11,42.0,141,46618128,Suisse,Suisse,Genève,Genève
46.14,7.31,14.0,46.14,7.31,37.0,141,29949659,Suisse,Suisse,Valais - Wallis,Valais - Wallis
47.74,10.3,61.0,47.74,10.3,80.0,141,81612635,Deutschland,Deutschland,-,-
47.38,8.54,107.0,47.38,8.54,15.0,141,85837328,Suisse,Suisse,Zürich,Zürich
46.34,7.01,24.0,46.34,7.01,12.0,141,278044145,Suisse,Suisse,Vaud,Vaud
46.81,8.22,16.0,46.81,8.22,22.0,141,2846768591,Suisse,Suisse,Obwalden,Obwalden
47.38,8.52,29.0,47.47,8.21,10.0,142,513714360,Suisse,Suisse,Aargau,Zürich
45.83,6.56,59.0,45.83,6.56,36.0,142,1594043136,France,France,-,-
47.56,9.12,14.0,47.57,9.12,10.0,142,724481683,Suisse,Suisse,Thurgau,Thurgau
46.2,6.13,20.0,46.2,6.13,122.0,142,280645620,Suisse,Suisse,Genève,Genève
45.79,7.42,59.0,45.73,7.37,14.0,142,2427105239,Italia,Italia,-,-
45.88,6.89,19.0,45.88,6.89,17.0,142,630485590,France,France,-,-
46.68,7.0,80.0,46.68,7.0,62.0,142,299254163,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
46.84,7.66,16.0,46.94,7.43,40.0,142,72658362,Suisse,Suisse,Bern - Berne,Bern - Berne
47.53,6.72,32.0,47.53,6.72,98.0,142,1898187000,France,France,-,-
46.2,6.14,39.0,46.19,6.1,10.0,142,1600874514,Suisse,Suisse,Genève,Genève
46.18,6.22,14.0,46.18,6.22,33.0,142,324497452,France,France,-,-
46.33,6.05,70.0,46.33,6.05,59.0,142,70095257,France,France,-,-
46.21,6.14,124.0,46.21,6.14,18.0,142,1607974453,Suisse,Suisse,Genève,Genève
46.23,7.37,112.0,46.23,7.37,29.0,142,375033080,Suisse,Suisse,Valais - Wallis,Valais - Wallis
47.41,8.4,44.0,47.41,8.4,94.0,142,1579128133,Suisse,Suisse,Zürich,Zürich
47.04,9.89,115.0,47.04,9.89,25.0,142,321521777,Österreich,Österreich,-,-
46.16,6.14,60.0,46.16,6.14,80.0,142,2333696230,Suisse,Suisse,Genève,Genève
46.25,7.34,13.0,46.25,7.33,37.0,142,1299037297,Suisse,Suisse,Valais - Wallis,Valais - Wallis
46.08,6.73,69.0,46.08,6.73,36.0,142,303187920,France,France,-,-
47.23,8.47,63.0,47.23,8.47,79.0,142,534668159,Suisse,Suisse,Zürich,Zürich
47.76,7.35,24.0,47.76,7.35,31.0,142,69695911,France,France,-,-
47.68,10.32,45.0,47.68,10.32,15.0,142,942188245,Deutschland,Deutschland,-,-
47.14,10.28,43.0,47.14,10.28,38.0,142,293392337,Österreich,Österreich,-,-
47.49,7.78,22.0,47.49,7.78,19.0,143,364695601,Suisse,Suisse,Basel-Landschaft,Basel-Landschaft
46.21,6.09,56.0,46.21,6.09,75.0,143,826100940,Suisse,Suisse,Genève,Genève
46.34,6.44,103.0,46.34,6.44,39.0,143,591104456,France,France,-,-
46.21,6.09,43.0,45.88,9.94,11.0,143,15444313,Italia,Suisse,-,Genève
46.21,6.14,39.0,46.21,6.14,104.0,143,2210615035,Suisse,Suisse,Genève,Genève
47.38,8.54,79.0,47.38,8.54,64.0,143,322566694,Suisse,Suisse,Zürich,Zürich
45.95,6.05,56.0,45.95,6.05,68.0,143,311060186,France,France,-,-
46.62,8.61,34.0,46.62,8.61,67.0,143,2935787078,Suisse,Suisse,Uri,Uri
46.95,7.39,81.0,46.95,7.39,38.0,143,17733209,Suisse,Suisse,Bern - Berne,Bern - Berne
46.23,6.08,11.0,46.2,6.14,54.0,143,480746830,Suisse,Suisse,Genève,Genève
47.38,8.54,13.0,47.38,8.54,12.0,143,246022843,Suisse,Suisse,Zürich,Zürich
47.28,6.11,83.0,47.28,6.11,38.0,143,1849078010,France,France,-,-
47.45,8.53,66.0,47.45,8.53,75.0,143,3073433337,Suisse,Suisse,Zürich,Zürich
47.19,8.54,112.0,47.19,8.54,31.0,143,1433753186,Suisse,Suisse,Zug,Zug
46.37,6.48,113.0,46.37,6.48,27.0,143,26334365,France,France,-,-
45.94,6.63,69.0,45.94,6.63,74.0,143,1965041149,France,France,-,-
45.9,6.12,10.0,45.89,6.71,18.0,143,838372591,France,France,-,-
47.75,7.33,62.0,47.75,7.33,81.0,143,948470863,France,France,-,-
46.19,6.13,14.0,46.19,6.13,12.0,143,1054683709,Suisse,Suisse,Genève,Genève
45.88,6.52,39.0,45.88,6.52,104.0,143,742077683908157440,France,France,-,-
45.95,8.58,54.0,45.95,8.58,88.0,143,88065786,Italia,Italia,-,-
46.21,6.15,29.0,46.23,6.11,19.0,144,14578867,Suisse,Suisse,Genève,Genève
47.34,8.05,11.0,47.41,8.27,10.0,144,120881489,Suisse,Suisse,Aargau,Aargau
47.76,7.35,15.0,47.76,7.35,34.0,144,319775192,France,France,-,-
46.21,9.08,20.0,46.23,9.04,12.0,144,1438421132,Suisse,Suisse,Ticino,Graubünden - Grigioni - Grischun
46.32,6.0,60.0,46.32,6.0,26.0,144,400949205,France,France,-,-
45.89,6.13,49.0,45.89,6.13,22.0,144,475897188,France,France,-,-
47.1,6.01,113.0,47.1,6.01,17.0,144,1180324068,France,France,-,-
47.77,9.6,13.0,47.82,9.62,28.0,144,1035574176,Deutschland,Deutschland,-,-
45.84,9.03,15.0,45.84,9.03,52.0,144,1347094610,Suisse,Suisse,Ticino,Ticino
46.79,7.16,12.0,46.8,7.16,23.0,144,243448555,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
45.8,9.09,90.0,45.8,9.09,53.0,144,283252587,Italia,Italia,-,-
46.19,6.11,46.0,46.19,6.11,49.0,144,327559066,Suisse,Suisse,Genève,Genève
45.88,8.41,14.0,45.89,8.41,11.0,144,402986283,Italia,Italia,-,-
47.38,8.53,103.0,47.38,8.53,41.0,144,1493387378,Suisse,Suisse,Zürich,Zürich
47.74,7.3,11.0,47.74,7.31,30.0,144,313469705,France,France,-,-
46.4,6.61,65.0,46.4,6.61,77.0,144,562220095,France,France,-,-
46.21,6.14,14.0,46.17,6.11,80.0,144,483976897,Suisse,Suisse,Genève,Genève
47.61,6.81,31.0,47.61,6.81,18.0,144,374532857,France,France,-,-
45.8,9.08,35.0,45.8,9.08,89.0,144,1905387152,Italia,Italia,-,-
47.41,9.19,128.0,47.41,9.19,16.0,144,3295278845,Suisse,Suisse,Sankt Gallen,Sankt Gallen
46.25,6.24,40.0,46.25,6.24,49.0,144,518537125,Suisse,Suisse,Genève,Genève
46.8,9.82,23.0,46.8,9.82,11.0,144,14135528,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun
47.73,8.83,43.0,47.73,8.84,16.0,145,2566480805,Deutschland,Deutschland,-,-
47.67,6.84,76.0,47.67,6.84,68.0,145,303228017,France,France,-,-
47.38,8.54,16.0,47.56,9.44,27.0,145,449235377,Suisse,Suisse,Sankt Gallen,Zürich
45.84,9.08,31.0,45.84,9.07,66.0,145,1486194290,Italia,Italia,-,-
45.94,6.15,86.0,45.94,6.15,38.0,145,435414106,France,France,-,-
45.86,8.87,65.0,45.86,8.87,80.0,145,1291575482,Italia,Italia,-,-
46.53,6.65,111.0,46.53,6.65,29.0,145,59225707,Suisse,Suisse,Vaud,Vaud
45.91,6.86,40.0,45.91,6.86,45.0,145,1016140051,France,France,-,-
47.38,8.54,58.0,47.38,8.54,63.0,145,48093881,Suisse,Suisse,Zürich,Zürich
45.89,6.13,34.0,45.89,6.13,32.0,145,184937784,France,France,-,-
45.8,9.08,84.0,45.8,9.08,32.0,145,501919971,Italia,Italia,-,-
47.74,10.3,69.0,47.74,10.3,76.0,145,3415152021,Deutschland,Deutschland,-,-
45.83,6.81,59.0,45.83,6.81,78.0,145,19713401,Italia,Italia,-,-
46.23,8.77,11.0,46.81,8.22,16.0,145,370043491,Suisse,Suisse,Obwalden,Ticino
46.53,6.65,37.0,46.55,6.67,45.0,145,3003156842,Suisse,Suisse,Vaud,Vaud
46.34,6.63,90.0,46.34,6.63,50.0,145,3352168923,France,France,-,-
45.89,6.13,42.0,45.89,6.13,94.0,145,433346306,France,France,-,-
47.0,6.94,73.0,47.0,6.94,72.0,145,1042272444,Suisse,Suisse,Neuchâtel,Neuchâtel
45.75,7.07,45.0,45.75,7.07,97.0,145,192469421,Italia,Italia,-,-
47.62,6.89,95.0,47.62,6.89,49.0,145,2196363432,France,France,-,-
47.31,6.03,10.0,47.63,6.11,52.0,145,91550968,France,France,-,-
46.2,6.14,122.0,46.2,6.14,23.0,145,2546812644,Suisse,Suisse,Genève,Genève
45.89,6.13,47.0,45.89,6.13,93.0,145,252674903,France,France,-,-
45.95,6.11,22.0,45.95,6.11,90.0,145,555314611,France,France,-,-
47.49,8.71,18.0,47.5,8.73,25.0,145,303414256,Suisse,Suisse,Zürich,Zürich
46.5,6.67,48.0,46.52,6.66,35.0,145,363233950,Suisse,Suisse,Vaud,Vaud
46.53,6.65,15.0,46.53,6.65,14.0,146,626498007,Suisse,Suisse,Vaud,Vaud
47.56,7.58,62.0,47.56,7.58,70.0,146,24148079,Suisse,Suisse,Basel-Stadt,Basel-Stadt
46.84,7.66,121.0,46.84,7.66,25.0,146,310923245,Suisse,Suisse,Bern - Berne,Bern - Berne
46.2,6.14,63.0,46.2,6.14,82.0,146,163258008,Suisse,Suisse,Genève,Genève
47.5,8.73,18.0,47.5,8.73,12.0,146,87409755,Suisse,Suisse,Zürich,Zürich
46.29,7.52,20.0,46.29,7.53,28.0,146,397035651,Suisse,Suisse,Valais - Wallis,Valais - Wallis
47.37,8.54,22.0,47.33,8.61,34.0,146,424985828,Suisse,Suisse,Zürich,Zürich
45.97,6.45,32.0,45.97,6.45,15.0,146,293711863,France,France,-,-
46.03,7.0,10.0,45.83,6.95,10.0,146,3708674235,Italia,Suisse,-,Valais - Wallis
46.53,6.62,47.0,46.53,6.62,59.0,146,75100184,Suisse,Suisse,Vaud,Vaud
46.18,6.15,54.0,46.18,6.15,92.0,146,873366320,Suisse,Suisse,Genève,Genève
46.72,7.06,43.0,46.72,7.06,103.0,146,468206518,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
47.38,8.54,92.0,47.38,8.54,44.0,146,38406999,Suisse,Suisse,Zürich,Zürich
46.11,7.08,41.0,46.16,7.12,68.0,146,1464942782,Suisse,Suisse,Valais - Wallis,Valais - Wallis
47.43,6.89,14.0,47.45,6.85,71.0,146,458445838,France,France,-,-
47.38,8.54,60.0,47.38,8.54,19.0,146,196487177,Suisse,Suisse,Zürich,Zürich
47.64,6.85,49.0,47.63,6.85,10.0,146,292488052,France,France,-,-
46.62,9.57,82.0,46.62,9.57,56.0,146,182512286,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun
45.85,9.39,21.0,45.9,9.39,29.0,146,364067343,Italia,Italia,-,-
47.17,8.83,102.0,47.17,8.83,44.0,146,279729117,Suisse,Suisse,Schwyz,Schwyz
46.05,6.77,10.0,45.85,6.1,31.0,146,456929995,France,France,-,-
46.81,9.85,63.0,46.81,9.85,38.0,146,291908443,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun
47.68,9.51,131.0,47.68,9.51,15.0,146,48062173,Deutschland,Deutschland,-,-
46.52,6.02,103.0,46.52,6.02,18.0,146,476210420,France,France,-,-
46.59,6.66,63.0,46.48,6.93,15.0,146,288979374,Suisse,Suisse,Vaud,Vaud
47.38,8.54,34.0,47.38,8.54,14.0,146,16247296,Suisse,Suisse,Zürich,Zürich
47.43,8.67,93.0,47.43,8.67,16.0,146,19705250,Suisse,Suisse,Zürich,Zürich
47.15,7.26,101.0,47.15,7.26,24.0,146,796500121,Suisse,Suisse,Bern - Berne,Bern - Berne
47.17,10.16,67.0,47.17,10.16,57.0,147,2335773625,Österreich,Österreich,-,-
46.93,7.57,30.0,46.93,7.57,111.0,147,2540785925,Suisse,Suisse,Bern - Berne,Bern - Berne
47.38,8.54,74.0,47.38,8.54,52.0,147,29729597,Suisse,Suisse,Zürich,Zürich
47.38,8.54,106.0,47.38,8.54,41.0,147,718468759212711937,Suisse,Suisse,Zürich,Zürich
47.51,9.74,64.0,47.51,9.74,81.0,147,317909076,Österreich,Österreich,-,-
46.95,7.44,80.0,46.95,7.44,66.0,147,599495518,Suisse,Suisse,Bern - Berne,Bern - Berne
47.74,10.3,35.0,47.74,10.3,111.0,147,2545508936,Deutschland,Deutschland,-,-
47.38,8.54,125.0,47.38,8.54,22.0,147,141299828,Suisse,Suisse,Zürich,Zürich
46.32,6.02,66.0,46.32,6.02,81.0,147,480702315,France,France,-,-
47.68,9.51,127.0,47.68,9.51,20.0,147,553314223,Deutschland,Deutschland,-,-
47.45,8.58,69.0,47.45,8.58,78.0,147,68226134,Suisse,Suisse,Zürich,Zürich
47.04,8.31,14.0,47.04,8.3,36.0,147,426480371,Suisse,Suisse,Luzern,Luzern
47.03,8.18,12.0,46.69,9.65,10.0,147,317336718,Suisse,Suisse,Graubünden - Grigioni - Grischun,Luzern
47.72,7.28,35.0,47.72,7.28,112.0,147,4099444629,France,France,-,-
46.8,6.0,40.0,46.8,6.0,22.0,147,1119183457,France,France,-,-
45.8,8.88,56.0,45.8,8.88,31.0,147,2759131145,Italia,Italia,-,-
45.8,9.43,16.0,45.81,9.42,43.0,147,201627006,Italia,Italia,-,-
46.26,10.51,126.0,46.26,10.51,18.0,147,488748996,Italia,Italia,-,-
47.38,8.54,89.0,47.38,8.54,46.0,147,300401720,Suisse,Suisse,Zürich,Zürich
47.7,7.3,68.0,47.7,7.3,77.0,147,188608024,France,France,-,-
46.2,6.14,75.0,46.2,6.14,70.0,147,17905508,Suisse,Suisse,Genève,Genève
46.95,7.39,79.0,46.95,7.39,39.0,147,314480627,Suisse,Suisse,Bern - Berne,Bern - Berne
45.83,8.83,20.0,45.82,8.82,13.0,147,390091402,Italia,Italia,-,-
47.27,8.81,27.0,47.24,8.74,32.0,147,2217780495,Suisse,Suisse,Zürich,Zürich
45.89,6.1,60.0,45.89,6.1,81.0,147,393215681,France,France,-,-
45.8,6.57,62.0,45.8,6.57,58.0,148,150408246,France,France,-,-
46.22,6.13,44.0,46.22,6.13,48.0,148,192190395,Suisse,Suisse,Genève,Genève
46.24,6.09,18.0,46.24,6.09,13.0,148,3423817708,Suisse,Suisse,Genève,Genève
47.26,6.01,82.0,47.26,6.01,66.0,148,113004961,France,France,-,-
46.14,6.68,88.0,46.14,6.68,58.0,148,557051351,France,France,-,-
46.23,6.08,49.0,46.2,6.14,20.0,148,1230442608,Suisse,Suisse,Genève,Genève
46.2,6.14,95.0,46.2,6.14,53.0,148,2969347835,Suisse,Suisse,Genève,Genève
47.67,9.47,13.0,47.8,9.76,11.0,148,160898755,Deutschland,Deutschland,-,-
47.47,7.6,57.0,47.47,7.6,85.0,148,1539596168,Suisse,Suisse,Basel-Landschaft,Basel-Landschaft
46.53,6.65,96.0,46.53,6.65,52.0,148,68921291,Suisse,Suisse,Vaud,Vaud
47.7,7.85,122.0,47.7,7.85,22.0,148,2229931388,Deutschland,Deutschland,-,-
46.0,8.96,13.0,46.0,8.96,20.0,148,3109911158,Suisse,Suisse,Ticino,Ticino
47.73,6.8,63.0,47.73,6.8,55.0,148,3066706973,France,France,-,-
46.48,6.93,13.0,46.48,6.93,76.0,148,232512651,Suisse,Suisse,Vaud,Vaud
47.78,8.37,60.0,47.78,8.37,88.0,148,3309294471,Deutschland,Deutschland,-,-
47.38,8.54,20.0,47.38,8.54,12.0,148,143525265,Suisse,Suisse,Zürich,Zürich
46.01,6.25,76.0,46.01,6.25,72.0,148,3206454435,France,France,-,-
45.79,9.08,40.0,45.79,9.08,104.0,148,745063154,Italia,Italia,-,-
45.93,6.88,41.0,45.93,6.88,42.0,149,189584434,France,France,-,-
47.8,7.23,15.0,47.8,7.23,24.0,149,436933697,France,France,-,-
47.38,8.54,13.0,46.55,7.91,25.0,149,257771123,Suisse,Suisse,Verwaltungsregion Oberland,Zürich
46.75,6.91,37.0,46.75,6.91,100.0,149,470168582,Suisse,Suisse,Vaud,Vaud
46.51,6.69,29.0,46.5,6.69,43.0,149,542665604,Suisse,Suisse,Vaud,Vaud
46.78,6.64,129.0,46.78,6.64,20.0,149,314098280,Suisse,Suisse,Vaud,Vaud
45.85,8.85,25.0,45.85,8.85,31.0,149,923513982,Italia,Italia,-,-
47.5,6.8,11.0,47.51,6.81,60.0,149,589476419,France,France,-,-
47.2,7.43,13.0,47.2,7.54,79.0,149,17019176,Suisse,Suisse,Solothurn,Solothurn
45.87,9.09,98.0,45.87,9.09,35.0,149,120820361,Italia,Italia,-,-
45.97,8.88,122.0,45.97,8.88,25.0,149,2224731408,Suisse,Suisse,Ticino,Ticino
47.38,8.54,13.0,46.84,7.66,22.0,149,2878727930,Suisse,Suisse,Bern - Berne,Zürich
47.72,8.62,71.0,47.72,8.62,69.0,149,67542231,Suisse,Suisse,Schaffhausen,Schaffhausen
46.19,8.99,17.0,46.19,9.02,17.0,149,1081302158,Suisse,Suisse,Ticino,Ticino
46.19,6.16,22.0,46.2,6.16,13.0,149,1112417886,Suisse,Suisse,Genève,Genève
47.46,8.34,82.0,47.46,8.34,66.0,149,706139616533987328,Suisse,Suisse,Aargau,Aargau
45.95,8.77,77.0,45.95,8.77,68.0,149,711911455,Italia,Italia,-,-
47.38,8.54,109.0,47.38,8.54,40.0,149,476893427,Suisse,Suisse,Zürich,Zürich
45.97,6.45,83.0,45.97,6.45,54.0,150,715185082,France,France,-,-
45.9,6.11,64.0,45.9,6.11,61.0,150,3206431555,France,France,-,-
47.75,7.33,109.0,47.75,7.33,38.0,150,897925909,France,France,-,-
46.05,6.42,31.0,46.05,6.42,11.0,150,1231247900,France,France,-,-
45.73,7.37,63.0,45.73,7.37,87.0,150,258729253,Italia,Italia,-,-
47.38,8.54,23.0,47.38,8.54,31.0,150,1146277621,Suisse,Suisse,Zürich,Zürich
47.24,6.05,58.0,47.24,6.05,69.0,150,1387602937,France,France,-,-
45.76,9.85,134.0,45.76,9.85,12.0,150,2178155797,Italia,Italia,-,-
47.75,7.33,120.0,47.75,7.33,20.0,150,806922990,France,France,-,-
46.59,6.66,18.0,46.53,6.64,70.0,150,459734631,Suisse,Suisse,Vaud,Vaud
45.92,6.87,14.0,45.92,6.87,39.0,150,206698590,France,France,-,-
47.55,7.59,10.0,46.0,8.96,43.0,150,52702335,Suisse,Suisse,Ticino,Basel-Stadt
47.15,8.0,47.0,47.15,8.0,75.0,150,1246967060,Suisse,Suisse,Luzern,Luzern
46.49,6.51,31.0,46.49,6.51,119.0,150,762158202,Suisse,Suisse,Vaud,Vaud
45.73,7.37,129.0,45.73,7.37,21.0,150,948465056,Italia,Italia,-,-
46.95,7.44,80.0,46.95,7.44,48.0,150,1539585151,Suisse,Suisse,Bern - Berne,Bern - Berne
46.84,7.66,16.0,46.84,7.66,14.0,150,731143887776038914,Suisse,Suisse,Bern - Berne,Bern - Berne
47.51,6.81,50.0,47.51,6.81,22.0,150,2741557851,France,France,-,-
47.39,8.45,47.0,47.39,8.45,72.0,150,132577910,Suisse,Suisse,Zürich,Zürich
46.2,6.14,131.0,46.2,6.14,19.0,150,70985635,Suisse,Suisse,Genève,Genève
46.14,7.24,30.0,46.14,7.24,117.0,150,2161913584,Suisse,Suisse,Valais - Wallis,Valais - Wallis
46.81,8.22,22.0,46.81,8.22,40.0,150,1511730642,Suisse,Suisse,Obwalden,Obwalden
46.2,6.16,37.0,46.21,6.16,22.0,150,42421055,Suisse,Suisse,Genève,Genève
47.38,8.54,38.0,47.38,8.54,10.0,150,2406409561,Suisse,Suisse,Zürich,Zürich
47.06,6.74,61.0,47.06,6.74,62.0,150,2972806907,Suisse,Suisse,Neuchâtel,Neuchâtel
47.48,8.2,102.0,47.48,8.2,24.0,150,2299792399,Suisse,Suisse,Aargau,Aargau
47.35,8.16,72.0,47.39,8.18,71.0,150,392921666,Suisse,Suisse,Aargau,Aargau
47.25,6.0,98.0,47.25,6.0,47.0,151,512563576,France,France,-,-
46.23,6.12,59.0,46.23,6.12,83.0,151,580263768,Suisse,Suisse,Genève,Genève
45.83,8.81,65.0,45.83,8.81,13.0,151,53022062,Italia,Italia,-,-
45.89,6.13,64.0,45.89,6.13,45.0,151,995984419,France,France,-,-
46.17,8.84,20.0,46.17,8.84,128.0,151,2432377345,Suisse,Suisse,Ticino,Ticino
45.88,6.33,18.0,45.88,6.32,53.0,151,336552986,France,France,-,-
45.8,9.08,83.0,45.8,9.08,68.0,151,193365542,Italia,Italia,-,-
47.16,9.55,19.0,47.16,9.55,132.0,151,1195722816,Liechtenstein,Liechtenstein,-,-
47.81,6.38,67.0,47.81,6.38,83.0,151,789870990,France,France,-,-
46.2,6.14,102.0,46.2,6.14,49.0,151,46315077,Suisse,Suisse,Genève,Genève
45.92,6.13,98.0,45.92,6.13,39.0,151,1191032438,France,France,-,-
