name,date,keywords,hashtags,longitude,latitude,# of tweets,# of people,tweetids,country
newyearrocks ,2014-01-02,['newyearrocks'],['newyearrocks'],9.39073,46.6399,934.0,930.0,"[418744210158673920, 418744279943491584, 418744490703065088, 418744537062719489, 418744628066529280, 418744712653049856, 418744723499544577, 418744809268838400, 418744815824539648, 418744857687891968, 418744936767303680, 418744956119818240, 418745204888182784, 418745233216532480, 418745336505462785, 418745416314679297, 418745512888512514, 418745529237901313, 418745585856827392, 418745685538664448, 418745729272647681, 418745737749336064, 418745741092220928, 418745745156493312, 418745745743695872, 418745745886285826, 418745810470203393, 418745861162545152, 418745894226243584, 418745920558100480, 418745952434802689, 418745977034403840, 418746035536527360, 418746192009244672, 418746199894536192, 418746342215663617, 418746367020765184, 418746463984705536, 418746478715092992, 418746656293535744, 418746684546375680, 418746765156683777, 418746926641606656, 418747412778209280, 418747449839067138, 418747456449290241, 418747521863655424, 418747615350517760, 418747639857815553, 418747739539636227, 418747823681572864, 418747852928454656, 418747961875496960, 418748116884398080, 418748269607387136, 418748303086350336, 418748352168095744, 418748353044701185, 418748407960715264, 418748584377319424, 418748584528343040, 418748625196298240, 418748725641486337, 418748786693771264, 418748967015292928, 418748997625344001, 418749057385775104, 418749141926162432, 418749239926079488, 418749312961490945, 418749404875468800, 418749523435868160, 418749564397445120, 418749567195037696, 418749722916970496, 418749786225778690, 418749791078580224, 418749887497261057, 418749915485831168, 418750118058131457, 418750155035140096, 418750164019343361, 418750184999227392, 418750188610527232, 418750219124088832, 418750530144309250, 418750610775621632, 418750634213392384, 418750639171047424, 418750652576038912, 418750891588464640, 418750891785605121, 418750892825784320, 418751145817817089, 418751149055823872, 418751149068390401, 418751178474659840, 418751192965976064, 418751271026171904, 418751339179409409, 418751557228699650, 418751577793392640, 418751691886821377, 418751694441164800, 418751814452789248, 418751830894460928, 418751860581740544, 418751992895246336, 418751994153562112, 418752075002941441, 418752111581474816, 418752350455488513, 418752475668041729, 418752799212449793, 418752850492018688, 418753055639605248, 418753060806983680, 418753388356980736, 418753520867627009, 418753522000068608, 418753635955142657, 418753644700250112, 418753727403544577, 418753997638348800, 418754241931403264, 418754330083094529, 418754354556858368, 418754386173513728, 418754541329195008, 418754662972420096, 418754760259289090, 418754867696386048, 418755073758355461, 418755139151736832, 418755140632342528, 418755191924486145, 418755214640807936, 418755273310748672, 418755523614212096, 418755616098639873, 418755757127913473, 418756043183640578, 418756145486893056, 418756190978314240, 418756222473338880, 418756227573612544, 418756243017043969, 418756425653821441, 418756428166209536, 418756545107615745, 418756560894967808, 418756609427247105, 418756616104595456, 418756616104603648, 418756628523921408, 418756802444943360, 418757121723736066, 418757135887912961, 418757144385572865, 418757316578529281, 418757388963815424, 418757418399444993, 418757453077958657, 418757742757564416, 418757918914121728, 418758217628262400, 418758257407049728, 418758265825013763, 418758297366196224, 418758333302980609, 418758503495258112, 418758683095339009, 418758742700601344, 418758954672345089, 418758967683080192, 418759015707860993, 418759020606795777, 418759168523137024, 418759342242791424, 418759383615406080, 418759488489791490, 418759725858029569, 418759741733482496, 418759831453831168, 418759848361082880, 418759883245101056, 418759886441152514, 418759895777681408, 418759905579765760, 418760037926858753, 418760282136002560, 418760378206547968, 418760394908250112, 418760481814233089, 418760858877960192, 418761008803373056, 418761224793243648, 418761224981979136, 418761225204281346, 418761688603578368, 418761704105730048, 418761844287750144, 418762246412447746, 418762278071062528, 418762404877434880, 418762480542687232, 418762597282762752, 418762614391328768, 418762617331519488, 418762655541637120, 418762668753682432, 418762759451316224, 418762831438180352, 418762848278290432, 418762895216758784, 418762962707292161, 418763220204015616, 418763305226731520, 418763630188843008, 418763711386357760, 418763733544873984, 418763791585656833, 418763918031327232, 418764064018284544, 418766210264616960, 418766529862184960, 418766721390870528, 418766911032160256, 418766938378997760, 418766939154948096, 418766940123836417, 418767234203258880, 418767365736640514, 418767410628284416, 418767522834300928, 418767656791977984, 418767713633198080, 418767727923179523, 418767820948664320, 418767844713562112, 418767988993429504, 418768037777375232, 418768423070355456, 418768423695298560, 418768785479192576, 418769462834114560, 418769537597571073, 418769564290134016, 418769637799493633, 418769744544530432, 418769835112140800, 418769840300519425, 418769856477941761, 418769868972761088, 418769925637816320, 418769925784600577, 418769942838640640, 418769953731256321, 418770010882854912, 418770038938554368, 418770081162596354, 418770095364521984, 418770158165823488, 418770197382582273, 418770238478360576, 418770271479164928, 418770384146554881, 418770385539043328, 418770461854400512, 418770478283513856, 418770503046664192, 418770577600442370, 418770577789177858, 418770618612342785, 418770759868088321, 418770818974220288, 418770820593242112, 418770851811454976, 418770879246389248, 418770896027807744, 418770959412113408, 418771212471250944, 418771255068594176, 418771829491122176, 418771837590319104, 418771869760647168, 418772014233440256, 418772113667801090, 418772131900432384, 418772421185785856, 418772540958330880, 418772677482921984, 418772767454945281, 418772998741450752, 418774496368005121, 418774522636935168, 418774529880510464, 418774531914735616, 418774533672169472, 418774572926660609, 418774755693432832, 418774771342376960, 418774792372621312, 418775128793546752, 418775247890833408, 418775322092240897, 418775351137800192, 418775399217102849, 418775633770991616, 418775751702228992, 418776075598958592, 418776088358043648, 418776136160509952, 418776274379632640, 418776301739061248, 418776509797498881, 418776512129531904, 418776513035501568, 418776604366495744, 418776648163422208, 418776668463833088, 418776674633658369, 418776684691615744, 418776878548152320, 418776902195609600, 418776904821256192, 418777180227633153, 418777193716531200, 418777205024362496, 418777256211644416, 418777330106912768, 418777563066949632, 418778287670689792, 418778319786479616, 418778323653644290, 418778487093071873, 418778631867883521, 418778806967492608, 418779117287264257, 418779152309682176, 418779152380989440, 418779183733420032, 418779452856733696, 418779474432253952, 418779851990917120, 418780100138512385, 418780118392127488, 418780120040488961, 418780130396225536, 418780167167696897, 418780446260867072, 418780463050653696, 418780465126838272, 418780564666060800, 418780610702745600, 418780669712400384, 418780719293284353, 418780795050795010, 418780992732545024, 418781049187885056, 418781117634736128, 418781155983233024, 418781169316929537, 418781325231808512, 418782120090165249, 418782278186041344, 418782566053711872, 418782566527692800, 418782573918031872, 418782773420126208, 418782792047026176, 418782953196376064, 418782987560316928, 418783027230035968, 418783112361811969, 418783140635627521, 418783194301734915, 418783276216483840, 418783500259450881, 418783703335055360, 418783801813106688, 418784060668788736, 418784104448917505, 418784111986094081, 418784118940262400, 418784335483793410, 418784336653991936, 418784544209117185, 418784646571122688, 418784763013394432, 418784960883859456, 418785065850503168, 418785087946113024, 418785198172422144, 418785354632527872, 418785412828495872, 418785480193216512, 418785501269606400, 418785665837314048, 418785666386780160, 418785783290396672, 418785847043842048, 418785966380167168, 418785969932754944, 418786083447377921, 418786088820277249, 418786100027473920, 418786308828315648, 418786423613837314, 418786578450759680, 418786734571126784, 418786855828484097, 418786865563455488, 418787117423030272, 418787121298563072, 418787330674028544, 418787424072790016, 418787928374906881, 418788029591855104, 418788041382047744, 418788365060694016, 418788512612102145, 418788727419191297, 418788872168800256, 418788876094672897, 418789019061727232, 418789166021750786, 418789168987111424, 418789252449570816, 418789272859062272, 418789870207643648, 418789885512663041, 418789885806272512, 418789953133236224, 418789971898540032, 418789998737887232, 418790098923036673, 418790297166819329, 418790297212964866, 418790476280373248, 418790489869914113, 418790552767692801, 418790594333245441, 418790695319523328, 418791080247586817, 418791815932702720, 418791944911740928, 418791964788551680, 418792071936241664, 418792090315665408, 418792195617873920, 418792323011465216, 418792368272191488, 418792869684469760, 418792948705153024, 418793358455091201, 418793373558792192, 418793518983696384, 418794168916254720, 418794169499262976, 418794172003262464, 418794306866917376, 418794307496079360, 418794485049339904, 418794516326281216, 418794648941780992, 418794968065384449, 418795086944559104, 418795156855222272, 418795314351337472, 418795502650392576, 418795540684357632, 418795862987272192, 418795911515344896, 418796078087958529, 418796131728904192, 418796147096817664, 418796155464478721, 418796219884773376, 418796648265822208, 418796735079522304, 418796904739110912, 418797042572353538, 418797048972853248, 418797153046126592, 418797234197524481, 418797282889195520, 418797313272709120, 418797575584493568, 418797654655512576, 418797784985120768, 418797785983361024, 418798043979214848, 418798080679366656, 418798102032568320, 418798104121315328, 418798117580836864, 418798143212244992, 418798252205432832, 418798279111872512, 418798360254902272, 418798436230500352, 418798558230245376, 418798558976806912, 418798713742442496, 418798716175130624, 418798773238652928, 418798796940644352, 418798838023852032, 418798868076052480, 418798962456268800, 418799136612179968, 418799138361200641, 418799141007802368, 418799147886444544, 418799149903908864, 418799246981095424, 418799281705725952, 418799354917294080, 418799452829143040, 418799453261160448, 418799461758799872, 418799635751137280, 418799644093599744, 418799679623548929, 418799855956287489, 418799949300510720, 418800261281218561, 418800317916934144, 418800339458854912, 418800354159886336, 418800354541592576, 418800366520524801, 418800444974977024, 418800521651048448, 418800668283904000, 418800705797775360, 418801002578317312, 418801090130239488, 418801239711682560, 418801321056022528, 418801351926104064, 418801444305657856, 418801543190560768, 418801744575877120, 418801878307057664, 418801890680262656, 418801896283836416, 418801925870481408, 418801960486043648, 418802162081075200, 418802259988738048, 418802297812946944, 418802367593590784, 418802416776007680, 418802530521333760, 418802554852491264, 418802570761478144, 418802600268423170, 418802660158869505, 418802660624441345, 418802690039087105, 418802753586999296, 418802758540460032, 418802800068268032, 418802817814392832, 418802888891060224, 418802894595301376, 418803070206615552, 418803181347303424, 418803259424272385, 418803309567148032, 418803533882744832, 418803662056472576, 418803703974359040, 418803882270027776, 418804122066755585, 418804251964358656, 418804276924649472, 418804291449524224, 418804315742957568, 418804331400286208, 418804350794727424, 418804400681791488, 418804431161790464, 418804452074594305, 418804536736628736, 418804932066562048, 418804966472429568, 418805052493426688, 418805110060224513, 418805132512358401, 418805201064054784, 418805225638473728, 418805389266669569, 418805397621727232, 418805410473078784, 418805420866551808, 418805431461359616, 418805450096648193, 418805452537753600, 418805561396690946, 418805578912120832, 418805683912327168, 418805697891946497, 418805940490498048, 418806057805156352, 418806127522897920, 418806128319795200, 418806252878057472, 418806286533136385, 418806393013956608, 418806583682793472, 418806654113562624, 418806712682835968, 418806729363570688, 418806801379758081, 418806845969399808, 418806944602681345, 418807502227001344, 418807505775390720, 418807524603609089, 418807529838088192, 418807545667403776, 418807556929105920, 418807562130046977, 418807928632524800, 418807929882431488, 418808036606504960, 418808080348889089, 418808109599961088, 418808126230388736, 418808137949257728, 418808155896676352, 418808266349486081, 418808309915729920, 418808310213521408, 418808515310796800, 418808582453227520, 418808589893910528, 418808590497878016, 418808592775389184, 418808750950985728, 418808820249280512, 418808917204795392, 418808953300975617, 418809019663278080, 418809045349171201, 418809046494228480, 418809121098305536, 418809133312122880, 418809195878547457, 418809286832037888, 418809442751086592, 418809638658641920, 418809936210960384, 418810006771744768, 418810097007984640, 418810418098737152, 418810422506946560, 418810499183034368, 418810532246745088, 418810537716109312, 418810549409824768, 418810559354527744, 418810679517118465, 418810750656708608, 418810866792804352, 418810961911242753, 418811285615046656, 418811286193840129, 418811325473505280, 418811326287200257, 418811416796082176, 418811575311400960, 418811611021709312, 418811717062111232, 418811891264131072, 418812164317528064, 418812206919077889, 418812756028952577, 418812955531022336, 418813253569888258, 418813384180518912, 418813410113900544, 418813478032257024, 418813511343423488, 418813573104541696, 418813577575686144, 418813580847247361, 418813594755559424, 418813698833002496, 418813699973865472, 418813902286102528, 418813951812464640, 418814024612970496, 418814129843863552, 418814208755515392, 418814227126575104, 418814251596148736, 418814269539364864, 418814277466603520, 418814312937844736, 418814345531756544, 418814426490232832, 418814514486718465, 418814593255751680, 418814596191756288, 418814693805797376, 418814694149722112, 418814744296841217, 418814746360434688, 418814765889105921, 418814838471544832, 418814871124193281, 418815247630077952, 418815268354154498, 418815325115650048, 418815328647270400, 418815340429066240, 418815435484573696, 418815460939796481, 418815538895142912, 418815557710774272, 418815603420319744, 418815705396412416, 418815804805619712, 418815807750041601, 418815824757944320, 418815854432616448, 418816086289559553, 418816120439570433, 418816141897633792, 418816145550876672, 418816197639954435, 418816334206468097, 418816390984781824, 418816398526144512, 418816548388618240, 418816672544194560, 418816829348261889, 418816882104205312, 418817031891193856, 418817298556649472, 418817447999725568, 418817565029191680, 418817566576869376, 418817597979631616, 418817691294523393, 418817707744587776, 418817709506191360, 418817709778821120, 418817782663245824, 418817814732881920, 418817831732391936, 418817846664110081, 418817896232411137, 418817970039558144, 418817996908290048, 418818006370627584, 418818006857175040, 418818056190574593, 418818125136527361, 418818172024655872, 418818216408805376, 418818222645727232, 418818278836817920, 418818315423731712, 418818338395934720, 418818433497571328, 418818464157949952, 418818475595804672, 418818558479433728, 418818630688600064, 418818948625231872, 418819039092162560, 418819085233700864, 418819130456690688, 418819172529750016, 418819387538161664, 418819440432529409, 418819442328346624, 418819517381234688, 418819696977137664, 418819880444387328, 418820277120692225, 418820362114039808, 418820379310690305, 418820448848056320, 418820449556905984, 418820746404581377, 418820748711448577, 418821041427734528, 418821239637958656, 418821364192014336, 418821364502372352, 418821368986083328, 418821838483890176, 418821904615501824, 418822239790714880, 418822331503362048, 418822333072023552, 418822450332188672, 418822450755817472, 418822681471889408, 418822724136366080, 418822746546520064, 418822839613931520, 418823013971132417, 418823057319272448, 418823406415396864, 418823429958033408, 418823470730858496, 418823624254959616, 418823750545440768, 418823921916338177, 418823953277124608, 418824100543336448, 418824351475974144, 418824548172058624, 418824741353299968, 418824909049958400, 418825101308485633, 418825273182666754, 418825635662790656, 418825651244638208, 418825695691681793, 418825752960720896, 418825878680784896, 418825882065575936, 418825914957316096, 418826411797790720, 418826680086429696, 418826689930473472, 418826697727692800, 418826722667020289, 418826723271000064, 418826852099043328, 418826854259126272, 418827301489369088, 418827325975711744, 418827364999516160, 418827408817418241, 418827501037576192, 418827534831087616, 418827605316349953, 418827792583643136, 418827894496821249, 418828090114973696, 418828136541716481, 418828226081742848, 418828292582432768, 418828594895265792, 418828600016502784, 418828626507755520, 418828647550566400, 418828805617111040, 418829001499504640, 418829068667076608, 418829106390646784, 418829225441783808, 418829599674335233, 418829887709802497, 418830013077528577, 418830119885479936, 418830142295642112, 418830246738014208, 418830357857710080, 418830440397414400, 418830464355282944, 418830492213858304, 418830547545100288, 418830559658262528, 418830697608925184, 418830697827016704, 418830860511490049, 418830871525736448, 418830871529934848, 418830879046107136, 418831034847731712, 418831324841926656, 418831761930321920, 418831882105544705, 418832067846098944, 418832166991065088, 418832309983252480, 418832359199240192, 418832594214457344, 418832652926337024, 418832853900615680, 418833063481573377, 418833233069891584, 418833542458531840, 418833543314145280, 418833632808038400, 418833634213101568, 418833679549337600, 418833753956306944, 418834139245064192, 418834199366209536, 418834216961318912, 418834291385040896, 418834515373469696, 418834578271244288, 418835128798806016, 418835130824683520, 418835812667518976, 418835906934476800, 418835953508032512, 418835960416063488, 418836038832758784, 418836293296988160, 418836851546267648, 418837334071590912, 418837866576220160, 418837883663835136, 418838188673622016, 418838359776051200, 418838498632691712, 418839033247055872, 418839138008174592, 418839162565820417, 418839495153156096, 418839510818885632, 418839523867361281, 418839920799539200, 418840042144931840, 418840816258256897, 418841789659750400, 418843373231824896, 418843907196084224, 418850563762044928, 418855632775544832, 418888930637778945]",CH
via ,2014-01-03,['via'],['via'],7.519721818180001,46.462827272700004,11.0,3.0,"[419037251256197121, 419054604480172032, 419062537305722881, 419063896750948352, 419121680641171456, 419122789086683136, 419184056535093248, 419192789789073408, 419193721021018113, 419194297955926016, 419194947699769344]",CH
Jobs NA Manufacturing ,2014-01-10,"['Jobs', 'HR', '–', 'Leader', 'Manufacturing', 'Career', 'Project', 'Job', 'NA', 'Opportunities', 'International']","['Jobs', 'NA', 'Manufacturing']",8.22543615385,46.815061538500004,26.0,8.0,"[421454385390952448, 421455520105394176, 421455896787423233, 421457348037586944, 421462136343105536, 421498627710676992, 421537083073626112, 421537086638796801, 421537091307057152, 421537094809288704, 421537099636944896, 421537105467039744, 421539559260688385, 421539562817478657, 421539575807242240, 421539578739044353, 421548614037417984, 421554360435212288, 421589454067728385, 421600261086273537, 421630752371929090, 421705145320083456, 421706988553129984, 421721820346073088, 421736896050364416, 421742601536954368]",CH
belalphexe2014 ,2014-01-18,['belalphexe2014'],['belalphexe2014'],7.97483,46.3646625,8.0,3.0,"[424424211344814080, 424456577106841600, 424457399198830592, 424465510533955584, 424475270901686272, 424501008606449664, 424508147911651328, 424558108594434048]",CH
T3BOARD14 ,2014-01-22,['T3BOARD14'],['T3BOARD14'],9.192069,46.816320000000005,10.0,3.0,"[425887265802698752, 425894491401515008, 426020815122214912, 426021213866328066, 426024623604789248, 426024939037409280, 426025472934551552, 426050478204784641, 426066129661218817, 426071270930018305]",CH
zermatt ,2014-01-24,['zermatt'],['zermatt'],7.7507600000000005,46.01885,8.0,6.0,"[426660480120545281, 426702664769208320, 426747421742624768, 426755994505723904, 426786943033421825, 426795771200299008, 426807984078225408, 426820197199396864]",CH
PartyFunRemix ,2014-01-27,['PartyFunRemix'],['PartyFunRemix'],6.42579571429,46.7490857143,14.0,8.0,"[427593175419469824, 427597042077036544, 427599948146700288, 427600681092915201, 427605927634546688, 427622668415025152, 427745887335354368, 427749110376980481, 427771752362819584, 427791225672851456, 427802155329007616, 427835105281724418, 427857494166495232, 427915185970774016]",CH
gourmetfestival ,2014-01-28,['gourmetfestival'],['gourmetfestival'],9.870401875,46.4952541667,48.0,12.0,"[428116664589504512, 428141033529282560, 428146718841266176, 428148224990650368, 428152672685150208, 428159328793952256, 428173371319549952, 428181990811398144, 428195429290094592, 428195900750827520, 428197623628328960, 428199746646589440, 428200545443385344, 428201257556115456, 428205182833668096, 428226630017089537, 428228989577330689, 428230659471986689, 428231093784174593, 428235642112585728, 428236438967435264, 428237107531116544, 428237627016617984, 428240513326911488, 428241088730910721, 428241766626893825, 428244554048090112, 428244766061760512, 428247309340901376, 428248314153558016, 428250108657160193, 428250350064529408, 428250884016181248, 428252277963755520, 428253880888344577, 428253986752565249, 428254442505658368, 428265513140371457, 428265963365367808, 428267083261313024, 428298107059961856, 428298148013162496, 428298614927290368, 428298673727217665, 428298721168994304, 428298960944771072, 428299395403358208, 428306720818200576]",CH
BabyBenson ,2014-02-06,"['SVU', 'BabyBenson']",['BabyBenson'],9.28652125,46.82985,8.0,3.0,"[431246657175711744, 431365831709433856, 431401120301580288, 431465686154887168, 431469758756945921, 431471280442060800, 431475196529479680, 431566385555451905]",CH
Switzerland eurolife ,2014-02-08,"['Switzerland', 'eurolife']","['Switzerland', 'eurolife']",9.28000875,47.09235,8.0,3.0,"[432160571036008448, 432187707616690176, 432195024131194880, 432196528665788416, 432197932579049473, 432198896430108672, 432200036643246080, 432207807488995328]",CH
suiza dieschweiz mountains kandersteg switzerland ,2014-02-15,"['suiza', 'switzerland', 'kandersteg', 'alps', 'mountains', 'dieschweiz', 'swissalps']","['suiza', 'dieschweiz', 'mountains', 'kandersteg', 'switzerland']",7.6772890909100004,46.5018545455,11.0,4.0,"[434485095077253120, 434597003654623232, 434621184299499520, 434644628110065664, 434711872714321920, 434712473850359808, 434712764729548800, 434712980513890304, 434713365886537728, 434717178164957184, 434766382207864832]",CH
adayonthesnow ,2014-02-15,['adayonthesnow'],['adayonthesnow'],9.25607555556,46.8251666667,9.0,5.0,"[434637857467408384, 434674395051995136, 434772689589649408, 434772868036308993, 434773019295502336, 434773422774960128, 434773681748070400, 434774303985631232, 434779785970331648]",CH
Sanremo2014 ,2014-02-18,['Sanremo2014'],['Sanremo2014'],8.98310466667,46.4103666667,15.0,4.0,"[435729919604453376, 435832938081832960, 435860022153977856, 435861033811726338, 435861927122587648, 435864583086301184, 435866224766230528, 435877303953149952, 435889543154532353, 435891066097926144, 435896859480313856, 435899755932426240, 435902017538883584, 435912202634420224, 435919561041666048]",CH
swissalps switzerland ,2014-02-25,"['swissalps', 'Chedi', 'switzerland']","['swissalps', 'switzerland']",8.59817625,46.6476375,8.0,3.0,"[438232663816937472, 438235652698959872, 438286403253055489, 438293263217618944, 438344910207721472, 438388266598170625, 438393806061596672, 438413106046595072]",CH
Jobs Schaffhausen ,2014-03-11,"['Jobs', 'Merck', 'Schaffhausen']","['Jobs', 'Schaffhausen']",8.60876625,47.721525,8.0,3.0,"[443270728239316992, 443323146368602112, 443433753331777536, 443436454128398336, 443438653549707264, 443500441226444801, 443500830688555008, 443501267122683904]",CH
WCFDavos ,2014-03-11,['WCFDavos'],['WCFDavos'],9.82544625,46.7883802083,96.0,20.0,"[443298513200644096, 443301131805290496, 443305356840935424, 443306099333414912, 443306737236733952, 443306784858865664, 443308257109884928, 443308607925657600, 443308962281426944, 443309458819928064, 443310275467706368, 443310810556030976, 443311881894522880, 443312751214333952, 443314029621424128, 443314352322805760, 443315004922929152, 443315295210713088, 443315371765145600, 443316383590662144, 443316957010755584, 443317046248747008, 443317342492459008, 443317659606986752, 443320589835837440, 443321378365009920, 443322421886857216, 443323768979877888, 443325859001565184, 443327654662778880, 443327709994045440, 443327988365799424, 443328477245485056, 443328762508484608, 443328784134311937, 443328970399174656, 443330102391488513, 443330144426799105, 443331391326257152, 443331575179399168, 443331869351096320, 443331985214545920, 443332223522308096, 443332488749154304, 443332512195305472, 443332924759621632, 443334808224026624, 443345004535480320, 443345656737185792, 443345819509743616, 443346024678305792, 443346051437961217, 443346325061795840, 443346809227063296, 443347692748824576, 443348385673007104, 443349904937984000, 443350845749731328, 443351238865072128, 443351862511947776, 443355470422896640, 443361963226464257, 443363223585435648, 443363660761952257, 443363843520339968, 443364116972195840, 443364342143406080, 443364669957623808, 443365383706542080, 443365497267306496, 443366524464947200, 443368022070550528, 443369812438573056, 443370110208978944, 443370503844425728, 443370858481192960, 443370875388440576, 443371364301676544, 443372189782667264, 443375028412100609, 443375626893139968, 443403174985351168, 443409222504837120, 443410093158461440, 443430361134301184, 443437620593709058, 443442018594066432, 443442762453880833, 443481293867999232, 443481787394953216, 443483291044552704, 443483375639461889, 443486777400389632, 443487543208996864, 443506548514775041, 443525296634228736]",CH
WCFDavos ,2014-03-12,['WCFDavos'],['WCFDavos'],9.82554909091,46.7837779221,77.0,16.0,"[443652869569658880, 443658621650735104, 443660199623421952, 443664194588925952, 443665518378381312, 443666283838849024, 443666836719435776, 443667896057987072, 443670398551748608, 443671624169308160, 443672242086748160, 443672739619295232, 443673306940846080, 443673922492698624, 443674191074951168, 443674935215800320, 443681628523880448, 443682080250429440, 443684645763563520, 443686054265376769, 443688853787119616, 443691251242913792, 443692365174566912, 443692587321671681, 443692726886727680, 443695260863320064, 443696204304883712, 443696599219601408, 443697116213678080, 443697560600186880, 443698066915602432, 443699314058334208, 443700077136478209, 443713260647620608, 443715436312809472, 443719074494029824, 443727306893561856, 443730267292069888, 443744276166770688, 443746088366137344, 443748059236012032, 443749716745285633, 443749883984756736, 443750193394364416, 443750693258948608, 443754101487456256, 443755687022432256, 443756305837481984, 443758183820304384, 443760153821982721, 443760249955418112, 443760332478357504, 443760916958822400, 443761522704388096, 443764213140709377, 443766736417214464, 443767761861619712, 443772414535933953, 443776872259006464, 443776964399480832, 443777198072549376, 443778979691233280, 443780477011644416, 443782666174070785, 443783443508658177, 443783955779952640, 443797898615345152, 443807239774932993, 443824636485439488, 443832264464814080, 443858791072014339, 443859169888989184, 443859303024566272, 443859445312143360, 443859731669868546, 443861109901373440, 443864875769790464]",CH
Jobs TweetMyJobs Job Schaffhausen ,2014-03-18,"['TweetMyJobs', 'Jobs', 'Job', 'Schaffhausen']","['Jobs', 'TweetMyJobs', 'Job', 'Schaffhausen']",8.6437925,47.709425,8.0,5.0,"[445817134786945024, 445888742432468992, 445960262126796800, 445960266669645826, 445977556278587392, 445997551112945665, 446018537153634304, 446019836347686912]",CH
WIRM14 ,2014-03-19,"['cells', 'memory', 'WIRM14']",['WIRM14'],9.82915266667,46.795813333299996,15.0,3.0,"[446172128451493888, 446187788057464832, 446188943919546368, 446195371292000256, 446197703861870592, 446230624870088704, 446234179869884416, 446235092047114240, 446247845189128192, 446276418138537984, 446292085231341568, 446298442978328576, 446325376663687168, 446332551108755456, 446382654611791872]",CH
SpamErdoğan ULUSALSPAMCAGRİSİ ,2014-03-21,"['SpamErdoğan', 'ErdoganBlockedTwitter', 'ULUSALSPAMCAGRİSİ']","['SpamErdoğan', 'ULUSALSPAMCAGRİSİ']",9.36601513761,47.6026201835,109.0,19.0,"[446802244697346048, 446802297654640640, 446904991908118528, 446929453361668096, 446936352991744000, 446947703541751809, 446950318493167616, 446951535969574912, 446952854163832832, 446953908200816640, 446955580323033088, 446955658374840320, 446961524897509376, 446963838567858176, 446967093888843776, 446971363073748992, 446973926863011840, 446974657821171712, 446975244298100737, 446976617160908800, 446978122983174144, 446978252780101632, 446978347630071809, 446978760383168512, 446979962898485248, 446981549146513408, 446984495540236288, 446985800287539201, 446986013521760256, 446986135324360704, 446986330690842624, 446986337678524416, 446987650160144385, 446989453002022912, 446989508119363584, 446997737226387456, 446997799218188289, 447002932190658560, 447004326847078400, 447006623111061505, 447006666052362240, 447007177799380993, 447008183685754881, 447009793312837632, 447018511110770688, 447027427324493824, 447028725553840128, 447028795405778944, 447028949131218944, 447037396723703808, 447043062024654848, 447043129460686848, 447043311837388802, 447043419417112576, 447043502648864769, 447056334224388096, 447070168473423872, 447071293918425088, 447075366436618240, 447076068642803712, 447076974977363968, 447080268336488448, 447084335393701888, 447086580914999297, 447087124995907584, 447091501370462208, 447092421558812673, 447096184772259840, 447096350787006464, 447096468248485888, 447096693969129472, 447096738927894529, 447096905794084864, 447096937993748480, 447097028385206272, 447097118977949696, 447097238368813056, 447097450185392129, 447097502467391488, 447097590170255361, 447097936414269440, 447098598657122304, 447098903109070848, 447102699256176641, 447103381015117824, 447106372883480576, 447106970315915265, 447107298268565504, 447113122567176193, 447115219362676736, 447115328964034560, 447115379933212672, 447115426766815232, 447115505707794433, 447115717864071169, 447115765532332032, 447115802362523649, 447115859715436545, 447115981723545600, 447119270229860352, 447120365895290880, 447121155254927361, 447121544104648704, 447122867894112256, 447125057446637568, 447126418838007809, 447132287243939840, 447140692654317568, 447152771343851521]",CH
HSS2014 ,2014-03-25,['HSS2014'],['HSS2014'],7.568877499999999,46.491735,20.0,5.0,"[448328822795288576, 448329545721348096, 448330541528801280, 448332543642050560, 448364902198300672, 448371790080139264, 448374935057342464, 448435349484994560, 448455754383884288, 448477865060106241, 448477945938837505, 448500913469399041, 448502125644251136, 448524820998008832, 448536624461545472, 448540298390798336, 448540525973733377, 448556932782366720, 448563977556357120, 448604630130647040]",CH
ITunes ,2014-03-25,"['buy', 'want', 'ITunes', 'CD', 'miss']",['ITunes'],9.09885777778,47.4437,9.0,4.0,"[448422982449647616, 448423506259501057, 448544785478193152, 448556720772874240, 448558616510218240, 448559682916212736, 448563244463312897, 448563721326305280, 448567791638298624]",CH
Jobs TweetMyJobs Schaffhausen ,2014-04-01,"['Jobs', 'TweetMyJobs', 'Merck', 'Schaffhausen']","['Jobs', 'TweetMyJobs', 'Schaffhausen']",8.642914999999999,47.7184875,8.0,5.0,"[450881902988496896, 450890624279904256, 450895152941662208, 451033680828321794, 451033686146695168, 451108093326524417, 451129292655964161, 451133738307817472]",CH
allalinrennen2014 ,2014-04-03,"['allalinrennen2014', 'Fee', 'Saas']",['allalinrennen2014'],7.921647,46.093709999999994,10.0,3.0,"[451621845981487104, 451641641385086976, 451656647916941312, 451663963093467136, 451674813552406528, 451689769333182464, 451790342359355392, 451796147762630656, 451802233903271939, 451802657423110144]",CH
allalinrennen2014 ,2014-04-04,['allalinrennen2014'],['allalinrennen2014'],7.92162538462,46.0943846154,13.0,3.0,"[451958274766934016, 451984293615902720, 451994472382201856, 452027041047912449, 452027119896645632, 452036327731888128, 452039592485855232, 452041751579361282, 452051617920348160, 452072081896005632, 452099220162760704, 452111384915214336, 452127943394095104]",CH
